image,disease,x,y,w,h
00000181_061.png,Mass,0,0,0,0
00000181_061.png,Nodule,0,0,0,0
00000181_061.png,Pneumonia,0,0,0,0
00000181_061.png,Pneumothorax,198,134,26,32
00000193_019.png,Atelectasis,139,108,85,71
00000193_019.png,Cardiomegaly,0,0,0,0
00000193_019.png,Effusion,157,154,67,46
00000193_019.png,Infiltrate,70,110,82,52
00000193_019.png,Mass,0,0,0,0
00000193_019.png,Nodule,70,102,20,50
00000193_019.png,Pneumonia,70,134,20,20
00000193_019.png,Pneumothorax,0,0,0,0
00000211_010.png,Atelectasis,0,0,0,0
00000211_010.png,Cardiomegaly,102,77,76,80
00000211_010.png,Effusion,74,113,56,76
00000211_010.png,Infiltrate,38,90,20,35
00000211_010.png,Mass,0,0,0,0
00000211_010.png,Nodule,0,0,0,0
00000211_010.png,Pneumonia,0,0,0,0
00000211_010.png,Pneumothorax,0,0,0,0
00000211_016.png,Atelectasis,95,78,78,71
00000211_016.png,Cardiomegaly,102,95,65,63
00000211_016.png,Effusion,104,131,63,55
00000211_016.png,Infiltrate,38,99,129,55
00000211_016.png,Mass,0,0,0,0
00000211_016.png,Nodule,0,0,0,0
00000211_016.png,Pneumonia,0,0,0,0
00000211_016.png,Pneumothorax,0,0,0,0
00000211_019.png,Atelectasis,105,70,81,46
00000211_019.png,Cardiomegaly,108,82,66,78
00000211_019.png,Effusion,126,118,36,68
00000211_019.png,Infiltrate,190,134,34,20
00000211_019.png,Mass,0,0,0,0
00000211_019.png,Nodule,0,0,0,0
00000211_019.png,Pneumonia,0,0,0,0
00000211_019.png,Pneumothorax,38,125,36,66
00000211_041.png,Atelectasis,102,92,75,65
00000211_041.png,Cardiomegaly,78,91,68,68
00000211_041.png,Effusion,89,136,68,52
00000211_041.png,Infiltrate,38,70,58,69
00000211_041.png,Mass,0,0,0,0
00000211_041.png,Nodule,0,0,0,0
00000211_041.png,Pneumonia,38,70,20,20
00000211_041.png,Pneumothorax,0,0,0,0
00000344_003.png,Atelectasis,40,69,89,76
00000344_003.png,Cardiomegaly,148,79,39,50
00000344_003.png,Effusion,127,107,97,73
00000344_003.png,Infiltrate,134,102,20,20
00000344_003.png,Mass,0,0,0,0
00000344_003.png,Nodule,0,0,0,0
00000344_003.png,Pneumonia,0,0,0,0
00000344_003.png,Pneumothorax,38,99,56,55
00000377_004.png,Atelectasis,0,0,0,0
00000377_004.png,Cardiomegaly,108,81,85,79
00000377_004.png,Effusion,134,70,41,20
00000377_004.png,Infiltrate,0,0,0,0
00000377_004.png,Mass,0,0,0,0
00000377_004.png,Nodule,0,0,0,0
00000377_004.png,Pneumonia,0,0,0,0
00000377_004.png,Pneumothorax,0,0,0,0
00000398_003.png,Atelectasis,132,134,22,20
00000398_003.png,Cardiomegaly,134,134,27,20
00000398_003.png,Effusion,0,38,26,20
00000398_003.png,Infiltrate,38,102,22,44
00000398_003.png,Mass,38,102,20,35
00000398_003.png,Nodule,132,67,31,55
00000398_003.png,Pneumonia,38,102,20,20
00000398_003.png,Pneumothorax,0,0,0,0
00000457_004.png,Atelectasis,0,0,0,0
00000457_004.png,Cardiomegaly,127,92,67,64
00000457_004.png,Effusion,0,38,26,20
00000457_004.png,Infiltrate,46,142,4,5
00000457_004.png,Mass,0,0,0,0
00000457_004.png,Nodule,0,0,0,0
00000457_004.png,Pneumonia,0,0,0,0
00000457_004.png,Pneumothorax,0,0,0,0
00000468_017.png,Atelectasis,0,0,0,0
00000468_017.png,Cardiomegaly,0,0,0,0
00000468_017.png,Effusion,38,166,20,20
00000468_017.png,Infiltrate,0,0,0,0
00000468_017.png,Mass,0,0,0,0
00000468_017.png,Nodule,0,0,0,0
00000468_017.png,Pneumonia,0,0,0,0
00000468_017.png,Pneumothorax,38,134,20,20
00000468_033.png,Atelectasis,0,0,0,0
00000468_033.png,Cardiomegaly,123,101,57,57
00000468_033.png,Effusion,38,180,50,44
00000468_033.png,Infiltrate,0,0,0,0
00000468_033.png,Mass,0,0,0,0
00000468_033.png,Nodule,38,102,26,20
00000468_033.png,Pneumonia,0,0,0,0
00000468_033.png,Pneumothorax,38,128,20,26
00000468_041.png,Atelectasis,0,0,0,0
00000468_041.png,Cardiomegaly,126,126,54,28
00000468_041.png,Effusion,48,166,48,23
00000468_041.png,Infiltrate,0,0,0,0
00000468_041.png,Mass,0,0,0,0
00000468_041.png,Nodule,0,0,0,0
00000468_041.png,Pneumonia,0,0,0,0
00000468_041.png,Pneumothorax,0,0,0,0
00000506_013.png,Atelectasis,38,38,20,20
00000506_013.png,Cardiomegaly,0,0,0,0
00000506_013.png,Effusion,41,143,85,81
00000506_013.png,Infiltrate,70,134,23,20
00000506_013.png,Mass,100,134,22,22
00000506_013.png,Nodule,0,0,0,0
00000506_013.png,Pneumonia,0,0,0,0
00000506_013.png,Pneumothorax,0,0,0,0
00000583_008.png,Atelectasis,85,65,82,66
00000583_008.png,Cardiomegaly,0,0,0,0
00000583_008.png,Effusion,136,99,69,46
00000583_008.png,Infiltrate,0,0,0,0
00000583_008.png,Mass,0,0,0,0
00000583_008.png,Nodule,0,0,0,0
00000583_008.png,Pneumonia,0,0,0,0
00000583_008.png,Pneumothorax,0,0,0,0
00000643_002.png,Atelectasis,163,100,61,52
00000643_002.png,Cardiomegaly,0,0,0,0
00000643_002.png,Effusion,198,166,26,20
00000643_002.png,Infiltrate,43,72,79,82
00000643_002.png,Mass,0,0,0,0
00000643_002.png,Nodule,134,134,20,20
00000643_002.png,Pneumonia,102,134,20,20
00000643_002.png,Pneumothorax,32,77,53,76
00000661_000.png,Atelectasis,134,38,33,20
00000661_000.png,Cardiomegaly,94,92,82,85
00000661_000.png,Effusion,134,78,36,59
00000661_000.png,Infiltrate,0,0,0,0
00000661_000.png,Mass,0,0,0,0
00000661_000.png,Nodule,0,0,0,0
00000661_000.png,Pneumonia,0,0,0,0
00000661_000.png,Pneumothorax,0,0,0,0
00000732_005.png,Atelectasis,40,120,74,35
00000732_005.png,Cardiomegaly,106,105,65,51
00000732_005.png,Effusion,40,138,85,68
00000732_005.png,Infiltrate,0,0,0,0
00000732_005.png,Mass,0,0,0,0
00000732_005.png,Nodule,0,0,0,0
00000732_005.png,Pneumonia,0,0,0,0
00000732_005.png,Pneumothorax,0,0,0,0
00000740_000.png,Atelectasis,166,108,58,51
00000740_000.png,Cardiomegaly,96,119,52,63
00000740_000.png,Effusion,0,38,26,20
00000740_000.png,Infiltrate,0,0,0,0
00000740_000.png,Mass,0,0,0,0
00000740_000.png,Nodule,0,0,0,0
00000740_000.png,Pneumonia,0,0,0,0
00000740_000.png,Pneumothorax,198,166,26,20
00000744_006.png,Atelectasis,134,102,21,21
00000744_006.png,Cardiomegaly,0,0,0,0
00000744_006.png,Effusion,0,38,26,20
00000744_006.png,Infiltrate,0,0,0,0
00000744_006.png,Mass,30,95,80,66
00000744_006.png,Nodule,54,84,66,55
00000744_006.png,Pneumonia,0,0,0,0
00000744_006.png,Pneumothorax,0,70,71,81
00000756_001.png,Atelectasis,198,102,26,26
00000756_001.png,Cardiomegaly,100,64,80,84
00000756_001.png,Effusion,68,113,66,57
00000756_001.png,Infiltrate,176,32,48,26
00000756_001.png,Mass,0,0,0,0
00000756_001.png,Nodule,0,0,0,0
00000756_001.png,Pneumonia,0,0,0,0
00000756_001.png,Pneumothorax,0,0,0,0
00000808_002.png,Atelectasis,80,58,71,60
00000808_002.png,Cardiomegaly,0,0,0,0
00000808_002.png,Effusion,121,75,79,62
00000808_002.png,Infiltrate,0,0,0,0
00000808_002.png,Mass,0,0,0,0
00000808_002.png,Nodule,0,0,0,0
00000808_002.png,Pneumonia,0,0,0,0
00000808_002.png,Pneumothorax,0,0,0,0
00000830_000.png,Atelectasis,142,86,82,58
00000830_000.png,Cardiomegaly,0,0,0,0
00000830_000.png,Effusion,0,38,26,20
00000830_000.png,Infiltrate,0,0,0,0
00000830_000.png,Mass,0,0,0,0
00000830_000.png,Nodule,0,0,0,0
00000830_000.png,Pneumonia,0,0,0,0
00000830_000.png,Pneumothorax,0,0,0,0
00000845_000.png,Atelectasis,42,134,12,17
00000845_000.png,Cardiomegaly,112,91,66,78
00000845_000.png,Effusion,0,0,0,0
00000845_000.png,Infiltrate,0,0,0,0
00000845_000.png,Mass,0,0,0,0
00000845_000.png,Nodule,0,0,0,0
00000845_000.png,Pneumonia,0,0,0,0
00000845_000.png,Pneumothorax,0,0,0,0
00000865_006.png,Atelectasis,0,0,0,0
00000865_006.png,Cardiomegaly,0,0,0,0
00000865_006.png,Effusion,0,0,0,0
00000865_006.png,Infiltrate,0,0,0,0
00000865_006.png,Mass,0,0,0,0
00000865_006.png,Nodule,0,0,0,0
00000865_006.png,Pneumonia,0,0,0,0
00000865_006.png,Pneumothorax,0,0,0,0
00000902_001.png,Atelectasis,90,134,65,90
00000902_001.png,Cardiomegaly,0,0,0,0
00000902_001.png,Effusion,137,172,57,52
00000902_001.png,Infiltrate,102,198,34,26
00000902_001.png,Mass,0,0,0,0
00000902_001.png,Nodule,0,0,0,0
00000902_001.png,Pneumonia,102,198,20,26
00000902_001.png,Pneumothorax,0,0,0,0
00001039_005.png,Atelectasis,0,76,26,98
00001039_005.png,Cardiomegaly,0,0,0,0
00001039_005.png,Effusion,0,0,0,0
00001039_005.png,Infiltrate,0,0,0,0
00001039_005.png,Mass,0,0,0,0
00001039_005.png,Nodule,0,0,0,0
00001039_005.png,Pneumonia,0,0,0,0
00001039_005.png,Pneumothorax,0,84,62,78
00001075_024.png,Atelectasis,160,79,64,66
00001075_024.png,Cardiomegaly,102,59,48,58
00001075_024.png,Effusion,137,134,65,46
00001075_024.png,Infiltrate,38,70,24,54
00001075_024.png,Mass,38,70,20,39
00001075_024.png,Nodule,38,70,20,20
00001075_024.png,Pneumonia,0,0,0,0
00001075_024.png,Pneumothorax,0,0,0,0
00001153_004.png,Atelectasis,167,111,57,61
00001153_004.png,Cardiomegaly,0,0,0,0
00001153_004.png,Effusion,70,166,30,28
00001153_004.png,Infiltrate,0,0,0,0
00001153_004.png,Mass,75,132,47,22
00001153_004.png,Nodule,0,0,0,0
00001153_004.png,Pneumonia,0,0,0,0
00001153_004.png,Pneumothorax,0,0,0,0
00001170_046.png,Atelectasis,169,95,55,56
00001170_046.png,Cardiomegaly,0,0,0,0
00001170_046.png,Effusion,131,134,93,37
00001170_046.png,Infiltrate,0,0,0,0
00001170_046.png,Mass,0,0,0,0
00001170_046.png,Nodule,0,0,0,0
00001170_046.png,Pneumonia,0,0,0,0
00001170_046.png,Pneumothorax,145,107,79,48
00001248_038.png,Atelectasis,165,134,38,32
00001248_038.png,Cardiomegaly,0,0,0,0
00001248_038.png,Effusion,132,122,92,59
00001248_038.png,Infiltrate,0,0,0,0
00001248_038.png,Mass,0,0,0,0
00001248_038.png,Nodule,0,0,0,0
00001248_038.png,Pneumonia,0,0,0,0
00001248_038.png,Pneumothorax,131,60,93,65
00001320_003.png,Atelectasis,0,0,0,0
00001320_003.png,Cardiomegaly,0,0,0,0
00001320_003.png,Effusion,0,0,0,0
00001320_003.png,Infiltrate,0,0,0,0
00001320_003.png,Mass,0,0,0,0
00001320_003.png,Nodule,149,70,57,67
00001320_003.png,Pneumonia,0,0,0,0
00001320_003.png,Pneumothorax,0,0,0,0
00001369_000.png,Atelectasis,0,0,0,0
00001369_000.png,Cardiomegaly,124,72,65,75
00001369_000.png,Effusion,0,0,0,0
00001369_000.png,Infiltrate,0,0,0,0
00001369_000.png,Mass,0,0,0,0
00001369_000.png,Nodule,0,0,0,0
00001369_000.png,Pneumonia,0,0,0,0
00001369_000.png,Pneumothorax,0,0,0,0
00001373_009.png,Atelectasis,134,71,46,51
00001373_009.png,Cardiomegaly,140,121,62,64
00001373_009.png,Effusion,0,38,26,20
00001373_009.png,Infiltrate,57,137,62,49
00001373_009.png,Mass,38,102,20,51
00001373_009.png,Nodule,0,0,0,0
00001373_009.png,Pneumonia,70,166,24,20
00001373_009.png,Pneumothorax,0,0,0,0
00001373_039.png,Atelectasis,104,110,66,61
00001373_039.png,Cardiomegaly,102,126,38,31
00001373_039.png,Effusion,114,141,72,55
00001373_039.png,Infiltrate,38,111,47,47
00001373_039.png,Mass,0,0,0,0
00001373_039.png,Nodule,0,0,0,0
00001373_039.png,Pneumonia,38,134,20,20
00001373_039.png,Pneumothorax,0,0,0,0
00001437_012.png,Atelectasis,188,111,36,47
00001437_012.png,Cardiomegaly,0,0,0,0
00001437_012.png,Effusion,46,109,87,47
00001437_012.png,Infiltrate,0,0,0,0
00001437_012.png,Mass,0,0,0,0
00001437_012.png,Nodule,0,0,0,0
00001437_012.png,Pneumonia,0,0,0,0
00001437_012.png,Pneumothorax,0,0,0,0
00001534_005.png,Atelectasis,0,0,0,0
00001534_005.png,Cardiomegaly,118,79,61,72
00001534_005.png,Effusion,0,38,26,20
00001534_005.png,Infiltrate,0,0,0,0
00001534_005.png,Mass,0,0,0,0
00001534_005.png,Nodule,0,0,0,0
00001534_005.png,Pneumonia,0,0,0,0
00001534_005.png,Pneumothorax,0,0,0,0
00001555_002.png,Atelectasis,0,0,0,0
00001555_002.png,Cardiomegaly,0,0,0,0
00001555_002.png,Effusion,0,0,0,0
00001555_002.png,Infiltrate,0,0,0,0
00001555_002.png,Mass,0,0,0,0
00001555_002.png,Nodule,0,0,0,0
00001555_002.png,Pneumonia,0,0,0,0
00001555_002.png,Pneumothorax,134,166,25,20
00001558_016.png,Atelectasis,125,88,51,60
00001558_016.png,Cardiomegaly,111,120,43,34
00001558_016.png,Effusion,38,119,90,47
00001558_016.png,Infiltrate,136,104,68,50
00001558_016.png,Mass,0,0,0,0
00001558_016.png,Nodule,0,0,0,0
00001558_016.png,Pneumonia,0,0,0,0
00001558_016.png,Pneumothorax,0,0,0,0
00001673_016.png,Atelectasis,166,70,20,20
00001673_016.png,Cardiomegaly,0,0,0,0
00001673_016.png,Effusion,65,166,57,26
00001673_016.png,Infiltrate,0,0,0,0
00001673_016.png,Mass,0,0,0,0
00001673_016.png,Nodule,135,102,51,45
00001673_016.png,Pneumonia,0,0,0,0
00001673_016.png,Pneumothorax,46,110,5,8
00001688_000.png,Atelectasis,0,0,0,0
00001688_000.png,Cardiomegaly,0,0,0,0
00001688_000.png,Effusion,0,38,26,20
00001688_000.png,Infiltrate,38,92,65,62
00001688_000.png,Mass,161,100,28,48
00001688_000.png,Nodule,152,73,72,61
00001688_000.png,Pneumonia,38,128,38,26
00001688_000.png,Pneumothorax,44,69,62,21
00001787_008.png,Atelectasis,0,0,0,0
00001787_008.png,Cardiomegaly,0,0,0,0
00001787_008.png,Effusion,141,198,45,26
00001787_008.png,Infiltrate,38,99,36,50
00001787_008.png,Mass,134,166,23,20
00001787_008.png,Nodule,124,104,48,50
00001787_008.png,Pneumonia,38,107,20,47
00001787_008.png,Pneumothorax,0,0,0,0
00001836_041.png,Atelectasis,0,0,0,0
00001836_041.png,Cardiomegaly,0,0,0,0
00001836_041.png,Effusion,86,198,36,26
00001836_041.png,Infiltrate,38,92,36,55
00001836_041.png,Mass,0,0,0,0
00001836_041.png,Nodule,102,102,20,20
00001836_041.png,Pneumonia,38,102,20,27
00001836_041.png,Pneumothorax,0,0,0,0
00001836_082.png,Atelectasis,41,105,49,49
00001836_082.png,Cardiomegaly,0,0,0,0
00001836_082.png,Effusion,68,195,53,29
00001836_082.png,Infiltrate,46,126,128,53
00001836_082.png,Mass,0,0,0,0
00001836_082.png,Nodule,0,0,0,0
00001836_082.png,Pneumonia,0,0,0,0
00001836_082.png,Pneumothorax,0,0,0,0
00001900_026.png,Atelectasis,0,0,0,0
00001900_026.png,Cardiomegaly,0,0,0,0
00001900_026.png,Effusion,0,131,104,50
00001900_026.png,Infiltrate,0,0,0,0
00001900_026.png,Mass,0,0,0,0
00001900_026.png,Nodule,0,0,0,0
00001900_026.png,Pneumonia,0,0,0,0
00001900_026.png,Pneumothorax,165,111,59,83
00001933_000.png,Atelectasis,166,134,58,25
00001933_000.png,Cardiomegaly,0,0,0,0
00001933_000.png,Effusion,0,38,26,20
00001933_000.png,Infiltrate,166,166,24,20
00001933_000.png,Mass,0,0,0,0
00001933_000.png,Nodule,38,134,20,20
00001933_000.png,Pneumonia,0,0,0,0
00001933_000.png,Pneumothorax,0,0,0,0
00001946_029.png,Atelectasis,0,0,0,0
00001946_029.png,Cardiomegaly,0,0,0,0
00001946_029.png,Effusion,0,38,26,20
00001946_029.png,Infiltrate,97,117,91,66
00001946_029.png,Mass,0,0,0,0
00001946_029.png,Nodule,99,130,40,31
00001946_029.png,Pneumonia,0,0,0,0
00001946_029.png,Pneumothorax,0,0,0,0
00002059_008.png,Atelectasis,46,97,77,53
00002059_008.png,Cardiomegaly,134,130,48,30
00002059_008.png,Effusion,0,38,26,20
00002059_008.png,Infiltrate,38,134,83,52
00002059_008.png,Mass,38,166,21,20
00002059_008.png,Nodule,0,0,0,0
00002059_008.png,Pneumonia,38,134,20,27
00002059_008.png,Pneumothorax,0,0,0,0
00002106_000.png,Atelectasis,0,0,0,0
00002106_000.png,Cardiomegaly,0,0,0,0
00002106_000.png,Effusion,75,98,71,44
00002106_000.png,Infiltrate,70,95,31,27
00002106_000.png,Mass,68,64,67,51
00002106_000.png,Nodule,0,0,0,0
00002106_000.png,Pneumonia,0,0,0,0
00002106_000.png,Pneumothorax,0,0,0,0
00002176_005.png,Atelectasis,142,102,82,61
00002176_005.png,Cardiomegaly,0,0,0,0
00002176_005.png,Effusion,0,38,26,20
00002176_005.png,Infiltrate,177,38,47,22
00002176_005.png,Mass,0,0,0,0
00002176_005.png,Nodule,0,0,0,0
00002176_005.png,Pneumonia,0,0,0,0
00002176_005.png,Pneumothorax,39,102,63,52
00002176_007.png,Atelectasis,159,111,65,61
00002176_007.png,Cardiomegaly,0,0,0,0
00002176_007.png,Effusion,0,38,26,20
00002176_007.png,Infiltrate,38,70,48,46
00002176_007.png,Mass,0,0,0,0
00002176_007.png,Nodule,0,0,0,0
00002176_007.png,Pneumonia,38,70,20,20
00002176_007.png,Pneumothorax,38,102,23,34
00002224_007.png,Atelectasis,0,0,0,0
00002224_007.png,Cardiomegaly,0,0,0,0
00002224_007.png,Effusion,0,38,26,20
00002224_007.png,Infiltrate,38,91,35,61
00002224_007.png,Mass,0,0,0,0
00002224_007.png,Nodule,38,102,20,20
00002224_007.png,Pneumonia,38,130,22,24
00002224_007.png,Pneumothorax,0,0,0,0
00002290_001.png,Atelectasis,102,198,20,26
00002290_001.png,Cardiomegaly,0,0,0,0
00002290_001.png,Effusion,0,38,26,20
00002290_001.png,Infiltrate,0,0,0,0
00002290_001.png,Mass,0,0,0,0
00002290_001.png,Nodule,0,0,0,0
00002290_001.png,Pneumonia,0,0,0,0
00002290_001.png,Pneumothorax,0,0,0,0
00002350_001.png,Atelectasis,145,80,79,63
00002350_001.png,Cardiomegaly,0,0,0,0
00002350_001.png,Effusion,0,38,26,20
00002350_001.png,Infiltrate,0,0,0,0
00002350_001.png,Mass,0,0,0,0
00002350_001.png,Nodule,0,0,0,0
00002350_001.png,Pneumonia,0,0,0,0
00002350_001.png,Pneumothorax,0,0,0,0
00002395_007.png,Atelectasis,38,0,20,26
00002395_007.png,Cardiomegaly,0,0,0,0
00002395_007.png,Effusion,78,126,146,64
00002395_007.png,Infiltrate,126,84,65,38
00002395_007.png,Mass,0,0,0,0
00002395_007.png,Nodule,0,0,0,0
00002395_007.png,Pneumonia,0,0,0,0
00002395_007.png,Pneumothorax,0,0,0,0
00002435_005.png,Atelectasis,0,0,0,0
00002435_005.png,Cardiomegaly,87,95,82,76
00002435_005.png,Effusion,0,38,26,20
00002435_005.png,Infiltrate,38,70,23,30
00002435_005.png,Mass,0,0,0,0
00002435_005.png,Nodule,0,0,0,0
00002435_005.png,Pneumonia,0,0,0,0
00002435_005.png,Pneumothorax,0,0,0,0
00002533_002.png,Atelectasis,69,64,31,50
00002533_002.png,Cardiomegaly,0,0,0,0
00002533_002.png,Effusion,38,70,20,20
00002533_002.png,Infiltrate,0,0,0,0
00002533_002.png,Mass,0,0,0,0
00002533_002.png,Nodule,188,70,36,20
00002533_002.png,Pneumonia,0,0,0,0
00002533_002.png,Pneumothorax,166,118,58,44
00002578_000.png,Atelectasis,0,0,0,0
00002578_000.png,Cardiomegaly,0,0,0,0
00002578_000.png,Effusion,0,0,0,0
00002578_000.png,Infiltrate,169,148,55,47
00002578_000.png,Mass,47,166,71,20
00002578_000.png,Nodule,31,110,74,70
00002578_000.png,Pneumonia,0,0,0,0
00002578_000.png,Pneumothorax,0,0,0,0
00002583_014.png,Atelectasis,131,68,76,54
00002583_014.png,Cardiomegaly,0,0,0,0
00002583_014.png,Effusion,115,114,86,70
00002583_014.png,Infiltrate,0,0,0,0
00002583_014.png,Mass,0,0,0,0
00002583_014.png,Nodule,0,0,0,0
00002583_014.png,Pneumonia,0,0,0,0
00002583_014.png,Pneumothorax,198,108,26,46
00002704_029.png,Atelectasis,170,99,54,54
00002704_029.png,Cardiomegaly,87,66,64,83
00002704_029.png,Effusion,134,65,21,25
00002704_029.png,Infiltrate,0,0,0,0
00002704_029.png,Mass,0,0,0,0
00002704_029.png,Nodule,0,0,0,0
00002704_029.png,Pneumonia,0,0,0,0
00002704_029.png,Pneumothorax,0,0,0,0
00002711_000.png,Atelectasis,0,0,0,0
00002711_000.png,Cardiomegaly,0,0,0,0
00002711_000.png,Effusion,0,38,26,20
00002711_000.png,Infiltrate,35,119,37,53
00002711_000.png,Mass,0,0,0,0
00002711_000.png,Nodule,46,102,76,29
00002711_000.png,Pneumonia,0,0,0,0
00002711_000.png,Pneumothorax,38,70,20,49
00002763_031.png,Atelectasis,38,102,20,20
00002763_031.png,Cardiomegaly,107,65,73,81
00002763_031.png,Effusion,46,116,113,65
00002763_031.png,Infiltrate,0,0,0,0
00002763_031.png,Mass,0,0,0,0
00002763_031.png,Nodule,0,0,0,0
00002763_031.png,Pneumonia,0,0,0,0
00002763_031.png,Pneumothorax,0,0,0,0
00002856_009.png,Atelectasis,106,109,57,48
00002856_009.png,Cardiomegaly,0,0,0,0
00002856_009.png,Effusion,133,123,91,49
00002856_009.png,Infiltrate,0,0,0,0
00002856_009.png,Mass,0,0,0,0
00002856_009.png,Nodule,0,0,0,0
00002856_009.png,Pneumonia,0,0,0,0
00002856_009.png,Pneumothorax,0,0,0,0
00002980_000.png,Atelectasis,0,0,0,0
00002980_000.png,Cardiomegaly,0,0,0,0
00002980_000.png,Effusion,0,0,0,0
00002980_000.png,Infiltrate,130,131,94,57
00002980_000.png,Mass,0,0,0,0
00002980_000.png,Nodule,74,129,98,53
00002980_000.png,Pneumonia,198,134,26,29
00002980_000.png,Pneumothorax,69,99,36,23
00003028_006.png,Atelectasis,0,0,0,0
00003028_006.png,Cardiomegaly,0,0,0,0
00003028_006.png,Effusion,0,0,0,0
00003028_006.png,Infiltrate,38,124,77,66
00003028_006.png,Mass,0,0,0,0
00003028_006.png,Nodule,107,166,47,20
00003028_006.png,Pneumonia,38,144,20,42
00003028_006.png,Pneumothorax,0,0,0,0
00003064_035.png,Atelectasis,102,102,20,20
00003064_035.png,Cardiomegaly,0,0,0,0
00003064_035.png,Effusion,119,137,72,60
00003064_035.png,Infiltrate,102,102,20,20
00003064_035.png,Mass,0,0,0,0
00003064_035.png,Nodule,38,134,49,27
00003064_035.png,Pneumonia,0,0,0,0
00003064_035.png,Pneumothorax,0,0,0,0
00003072_028.png,Atelectasis,0,0,0,0
00003072_028.png,Cardiomegaly,0,0,0,0
00003072_028.png,Effusion,20,131,83,51
00003072_028.png,Infiltrate,0,0,0,0
00003072_028.png,Mass,0,0,0,0
00003072_028.png,Nodule,0,0,0,0
00003072_028.png,Pneumonia,0,0,0,0
00003072_028.png,Pneumothorax,161,83,63,85
00003148_004.png,Atelectasis,0,0,0,0
00003148_004.png,Cardiomegaly,0,0,0,0
00003148_004.png,Effusion,0,0,0,0
00003148_004.png,Infiltrate,0,0,0,0
00003148_004.png,Mass,0,0,0,0
00003148_004.png,Nodule,0,0,0,0
00003148_004.png,Pneumonia,0,0,0,0
00003148_004.png,Pneumothorax,166,134,20,20
00003149_007.png,Atelectasis,76,111,72,62
00003149_007.png,Cardiomegaly,0,0,0,0
00003149_007.png,Effusion,135,130,72,54
00003149_007.png,Infiltrate,0,0,0,0
00003149_007.png,Mass,0,0,0,0
00003149_007.png,Nodule,0,0,0,0
00003149_007.png,Pneumonia,0,0,0,0
00003149_007.png,Pneumothorax,0,0,0,0
00003333_002.png,Atelectasis,0,0,0,0
00003333_002.png,Cardiomegaly,102,134,20,20
00003333_002.png,Effusion,0,0,0,0
00003333_002.png,Infiltrate,166,102,20,20
00003333_002.png,Mass,0,0,0,0
00003333_002.png,Nodule,0,0,0,0
00003333_002.png,Pneumonia,0,0,0,0
00003333_002.png,Pneumothorax,136,62,88,58
00003391_001.png,Atelectasis,0,0,0,0
00003391_001.png,Cardiomegaly,0,0,0,0
00003391_001.png,Effusion,47,136,80,57
00003391_001.png,Infiltrate,0,0,0,0
00003391_001.png,Mass,0,0,0,0
00003391_001.png,Nodule,0,0,0,0
00003391_001.png,Pneumonia,0,0,0,0
00003391_001.png,Pneumothorax,39,63,77,60
00003394_006.png,Atelectasis,111,92,71,56
00003394_006.png,Cardiomegaly,70,134,34,20
00003394_006.png,Effusion,127,127,73,58
00003394_006.png,Infiltrate,0,0,0,0
00003394_006.png,Mass,0,0,0,0
00003394_006.png,Nodule,0,0,0,0
00003394_006.png,Pneumonia,0,0,0,0
00003394_006.png,Pneumothorax,0,0,0,0
00003400_003.png,Atelectasis,0,0,0,0
00003400_003.png,Cardiomegaly,0,0,0,0
00003400_003.png,Effusion,164,196,32,28
00003400_003.png,Infiltrate,0,0,0,0
00003400_003.png,Mass,0,0,0,0
